"language"	"definition"	"uralex_mng"	"mng_item"	"lgid3"	"item"	"item_UPA"	"item_IPA"	"form_set"	"cogn_set"	"borr_source"	"borr_qual"	"etym_notes"	"ref_borr"	"glossing_notes"	"general_notes"	"ref_abbr"
"Nganasan"	"A generic verb for 'stand', i.e. remain in an upright position supported by one's feet."	"stand"	46	901	"nənsi̮dʹi"	"nənsi̮dʹi"	"nənsɯdʲi "	5	"e"							"SlNgaRus"
"Tundra Nenets"	"A generic verb for 'stand', i.e. remain in an upright position supported by one's feet."	"stand"	46	902	"núsy°"			5	"e"							"JurSWb"
"Selkup"	"A generic verb for 'stand', i.e. remain in an upright position supported by one's feet."	"stand"	46	907	"ni̮ŋki-"	"ni̮ŋki-"	"nɯŋki-"	5	"e"							"SolkWb"
"Proto-Uralic*"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	0	"*muka"			8	"h"						"UEW: PU *kuttV; however, only in Ug and Sd; original meaning not clear"	"UEW, Sam88"
"South Saami"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	101	"rudtje"			10	"j"	"North Germanic"	"clear"		"Lagercrantz1939"			"NSsNdb"
"Ume Saami"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	102	"tjyvvèlka"			2	"b"							"WbWlap"
"Pite Saami"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	104	"ruptujt"			10	"j"	"North Germanic"	"clear"		"Lagercrantz1939"			"EZ"
"North Saami"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	105	"čielgi"			1	"a"							"SSSg"
"North Saami"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	105	"sealgi"			1	"k"	"Finnic"	"clear"	"Borrowed from Fin selkä 'back, which is cogn. with čielgi"	"Sammallahti1998"			"SSSg"
"Inari Saami"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	106	"selgi"			1	"k"	"Finnic"	"clear"		"Sammallahti1998"			"InsSSk"
"Skolt Saami"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	107	"čiõʹlj"			1	"a"							"SKosSk"
"Skolt Saami"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	107	"seäʹlǧǧ"			1	"k"	"Finnic"	"clear"		"Sammallahti1998"			"SKosSk"
"Kildin Saami"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	108	"siell’k"		"sielːʲk"	1	"k"	"Finnic"	"clear"		"Rießler2009"			"WOLD"
"Standard Finnish"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	203	"selkä"		"se̞lkæ"	1	"a"							"JL"
"Karelian Proper"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	204	"selkä"			1	"a"							"KKSV"
"Veps"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	207	"śelʹg"			1	"a"							"VVS"
"Ingrian"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	208	"selɢä"	"selɢä"	"selg̊æ"	1	"a"							"InkmSk"
"Western Votic"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	209	"seltš"	"selč"	"selʧ "	1	"a"							"VKJMS"
"Standard Estonian"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	210	"selg"		"selk"	1	"a"							"SVSk"
"Võro South Estonian"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	211	"sälg"			1	"a"							"VESr"
"Courland Livonian"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	212	"sǟlga"			1	"a"							"LivWb"
"Erzya"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	301	"kopoŕ"	"kopoŕ"	"koporʲ"	3	"c"							"MordWb"
"Erzya"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	301	"kutʹmeŕe"	"kutʹmeŕe"	"kutʲmerʲe "	9	"i"							"MordWb"
"Meadow Mari"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	401	"tup"	"tup"	"tup "	4	"d"			"Possibly from a PFU *tuppV 'back, spine'"				"SMSk, TscherWb"
"Komi-Zyrian"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	501	"mi̮š"	"mi̮š"	"mɯʃ "	5	"e"							"SyrjWsch"
"Komi-Permyak"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	503	"mi̮šk"	"mi̮šk"	"mɯʃk"	5	"e"						"Stem “mi̮šk-”"	"KoPRSl, RB"
"Udmurt"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	504	"ti̮bi̮r"	"ti̮bi̮r"	"tɯbɯr"	4	"l"			"Possibly from a PFU *tuppV 'back, spine'"				"WotjWsch"
"Hungarian"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	601	"hát"			6	"f"							"FMSz"
"Sosva Mansi"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	701	"sis"	"sis"	"sis "	7	"g"							"WogWb"
"Vakh-Vasyugan Khanty"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	807	"č̣ö̆ṇč̣"	"čö̆ṇč"	"ʧø̆ɳʧ "	7	"g"							"DEWbOstj"
"Nganasan"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	901	"məku"	"məku"	"məku "	8	"h"							"SlNgaRus"
"Tundra Nenets"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	902	"məxa"			8	"h"							"JurSWb"
"Selkup"	"A generic noun for 'back, i.e. the body part situated between the buttocks and the back of the neck."	"back"	47	907	"moqə"	"moqə"	"moqə "	8	"h"							"SolkWb"
"Proto-Uralic*"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	0	"*puri̮-"			1	"a"							"UEW, Sam88"
"Proto-Uralic*"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	0	"*soski̮-"			6	"f"					"'Bite, chew'"		"UEW, Sam88"
"South Saami"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	101	"gaetskedh"			3	"c"							"NSsNdb"
"Ume Saami"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	102	"gaaskèstit"			3	"c"							"WbWlap"
"Ume Saami"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	102	"stǜllat"			4	"d"							"WbWlap"
"Pite Saami"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	104	"gassket"			3	"c"							"EZ"
"North Saami"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	105	"gáskit"			3	"c"							"SSSg"
"Inari Saami"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	106	"käskiđ"			3	"c"							"InsSSk"
"Skolt Saami"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	107	"käʹcǩǩed"			3	"c"							"SKosSk"
"Kildin Saami"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	108	"kācc’ke"		"kaːcːʲke"	3	"c"							"WOLD"
"Standard Finnish"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	203	"purra"		"purːɑ"	1	"a"							"JL"
"Karelian Proper"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	204	"purra"			1	"a"							"KKSV"
"Veps"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	207	"purda"			1	"a"							"VVS"
"Ingrian"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	208	"purra"	"purra"	"purːɑ"	1	"a"							"InkmSk"
"Western Votic"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	209	"amme̮sse̮ma"	"amme̮sse̮ma"	"ɑmːɤsːɤmɑ"	2	"b"	"Baltic"	"clear"		"EES"			"VKJMS"
"Western Votic"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	209	"pure̮ma"	"pure̮ma"	"purɤmɑ"	1	"a"							"VKJMS"
"Standard Estonian"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	210	"hammustada"		"hɑmːustɑtɑ"	2	"b"	"Baltic"	"clear"		"EES"		"Deriv."	"SVSk"
"Võro South Estonian"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	211	"purõma"			1	"a"							"VESr"
"Courland Livonian"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	212	"jammstə"			2	"b"	"Baltic"	"clear"		"EES"			"LivWb"
"Erzya"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	301	"rumštams"	"rumštams"	"rumʃtɑms "	5	"e"							"MordWb"
"Erzya"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	301	"suskoms"	"suskoms"	"suskoms "	6	"f"							"MordWb"
"Meadow Mari"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	401	"puram"	"puram"	"purɑm"	1	"a"							"SMSk, TscherWb"
"Komi-Zyrian"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	501	"kurtʹći̮ni̮"	"kurtʹći̮ni̮"	"kurtʲʨɯnɯ "	7	"g"							"SyrjWsch"
"Komi-Permyak"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	503	"kurććavni̮"	"kurććavni̮"	"kurʨːɑvnɯ"	7	"g"							"KoPRSl"
"Udmurt"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	504	"kurtći̮ni̮"	"kurtći̮ni̮"	"kurtʨɯnɯ "	7	"g"							"WotjWsch"
"Hungarian"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	601	"harap"			7	"g"							"FMSz"
"Sosva Mansi"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	701	"puri"	"puri"	"puri "	1	"a"							"WogWb"
"Vakh-Vasyugan Khanty"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	807	"pŏr-"	"pŏr-"	"pŏr- "	1	"a"							"DEWbOstj"
"Nganasan"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	901	"sakələsa"	"sakələsa"	"sɑkələsɑ "	8	"h"							"SlNgaRus"
"Tundra Nenets"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	902	"syakəlcy°"			8	"h"							"JurSWb"
"Selkup"	"A generic verb for 'bite', i.e. to cut into somewhing with the teeth."	"bite"	48	907	"sāčə-"	"sāčə-"	"sɑːʧə-"	8	"h"							"SolkWb"
"Proto-Uralic*"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	0	"*tuwli̮"			1	"a"							"UEW, Sam88"
"South Saami"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	101	"bïegke"			3	"c"							"NSsNdb"
"Ume Saami"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	102	"beägˈga"			3	"c"					"'Storm'; cf. derivs. ""biäggas"" 'windy', ""beägˈgat"" 'blow (of wind)'"		"WbWlap"
"Pite Saami"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	104	"bägga "			3	"c"							"EZ"
"North Saami"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	105	"biegga"			3	"c"							"SSSg"
"Inari Saami"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	106	"pieg'ga"			3	"c"							"InsSSk"
"Skolt Saami"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	107	"piõgˈg"			3	"c"							"SKosSk"
"Kildin Saami"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	108	"pīŋŋk"		"piːŋːk"	3	"c"							"WOLD"
"Standard Finnish"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	203	"tuuli"		"t̪uːli"	1	"a"	"Proto-Indo-European"	"possible"		"Koivulehto1991, SSA, NES, EES "			"JL"
"Karelian Proper"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	204	"tuuli"			1	"a"	"Proto-Indo-European"	"possible"		"Koivulehto1991, SSA, NES, EES "			"KKSV"
"Veps"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	207	"ahav"			2	"b"							"VVS"
"Ingrian"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	208	"tūli"	"tūli"	"tuːli "	1	"a"	"Proto-Indo-European"	"possible"		"Koivulehto1991, SSA, NES, EES "			"InkmSk"
"Western Votic"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	209	"tūli"	"tūli"	"tuːli "	1	"a"	"Proto-Indo-European"	"possible"		"Koivulehto1991, SSA, NES, EES "			"VKJMS"
"Standard Estonian"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	210	"tuul"		"tuːl"	1	"a"	"Proto-Indo-European"	"possible"		"Koivulehto1991, SSA, NES, EES "			"SVSk"
"Võro South Estonian"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	211	"tuul'"			1	"a"	"Proto-Indo-European"	"possible"		"Koivulehto1991, SSA, NES, EES "			"VESr"
"Courland Livonian"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	212	"tūlʹ"			1	"a"	"Proto-Indo-European"	"possible"		"Koivulehto1991, SSA, NES, EES "			"LivWb"
"Erzya"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	301	"varma"	"varma"	"vɑrmɑ"	4	"d"							"MordWb"
"Meadow Mari"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	401	"marδež"	"marδež"	"mɑrðeʒ"	5	"e"							"SMSk, TscherWb"
"Komi-Zyrian"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	501	"te̮v"	"te̮v"	"tɤv "	1	"a"	"Proto-Indo-European"	"possible"		"Koivulehto1991, SSA, NES, EES "			"SyrjWsch"
"Komi-Permyak"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	503	"te̮v"	"te̮v"	"tɤv "	1	"a"	"Proto-Indo-European"	"possible"		"Koivulehto1991, SSA, NES, EES "			"KoPRSl"
"Udmurt"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	504	"te̮l"	"te̮l"	"tɤl "	1	"a"	"Proto-Indo-European"	"possible"		"Koivulehto1991, SSA, NES, EES "			"WotjWsch"
"Hungarian"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	601	"szél"			6	"f"	"West Old Turkic"	"probable"		"WOT, TESz"			"FMSz"
"Sosva Mansi"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	701	"wōt"	"wōt"	"woːt "	7	"g"	"Iranian"	"clear"		"Korenchy1972, Holopainen2019"			"WogWb"
"Vakh-Vasyugan Khanty"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	807	"wat"	"wat"	"wɑt "	7	"g"	"Iranian"	"clear"		"Korenchy1972, Holopainen2019"			"DEWbOstj"
"Nganasan"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	901	"biə"	"biə"	"biə "	10	"j"							"SlNgaRus"
"Tundra Nenets"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	902	"myercya"			8	"h"							"JurSWb"
"Selkup"	"A generic noun for 'wind', i.e. the natural movement of air."	"wind"	49	907	"merkə"	"merkə"	"merkə"	8	"h"							"SolkWb"
"Proto-Uralic*"	"A generic noun for smoke."	"smoke"	50	0	"[Not reconstructable]"			"?"	"?"						"*küntV primarily 'fog, steam'?"	"UEW, Sam88"
"South Saami"	"A generic noun for smoke."	"smoke"	50	101	"soeve"			1	"a"	"Germanic"	"possible"		"Koivulehto2016, SSA"			"NSsNdb"
"Ume Saami"	"A generic noun for smoke."	"smoke"	50	102	"suavva"			1	"a"	"Germanic"	"possible"		"Koivulehto2016, SSA"			"WbWlap"
"Pite Saami"	"A generic noun for smoke."	"smoke"	50	104	"suovva"			1	"a"	"Germanic"	"possible"		"Koivulehto2016, SSA"			"EZ"
"North Saami"	"A generic noun for smoke."	"smoke"	50	105	"suovva"			1	"a"	"Germanic"	"possible"		"Koivulehto2016, SSA"			"SSSg"
"Inari Saami"	"A generic noun for smoke."	"smoke"	50	106	"suova"			1	"a"	"Germanic"	"possible"		"Koivulehto2016, SSA"			"InsSSk"
"Skolt Saami"	"A generic noun for smoke."	"smoke"	50	107	"suõvv"			1	"a"	"Germanic"	"possible"		"Koivulehto2016, SSA"			"SKosSk"
"Kildin Saami"	"A generic noun for smoke."	"smoke"	50	108	"sūvv"		"suːvː"	1	"a"	"Germanic"	"possible"		"Koivulehto2016, SSA"			"WOLD"
"Standard Finnish"	"A generic noun for smoke."	"smoke"	50	203	"savu"		"sɑʋu"	1	"a"	"Germanic"	"possible"		"Koivulehto2016, SSA"			"JL"
"Karelian Proper"	"A generic noun for smoke."	"smoke"	50	204	"savu"			1	"a"	"Germanic"	"possible"		"Koivulehto2016, SSA"			"KKSV"
"Veps"	"A generic noun for smoke."	"smoke"	50	207	"savu"			1	"a"	"Germanic"	"possible"		"Koivulehto2016, SSA"			"VVS"
"Ingrian"	"A generic noun for smoke."	"smoke"	50	208	"savvu"	"savvu"	"sɑvːu"	1	"a"	"Germanic"	"possible"		"Koivulehto2016, SSA"			"InkmSk"
"Western Votic"	"A generic noun for smoke."	"smoke"	50	209	"savvu"	"savvu"	"sɑvːu"	1	"a"	"Germanic"	"possible"		"Koivulehto2016, SSA"			"VKJMS"
"Standard Estonian"	"A generic noun for smoke."	"smoke"	50	210	"suits"		"suits"	2	"b"							"SVSk"
"Võro South Estonian"	"A generic noun for smoke."	"smoke"	50	211	"savv, sau"			1	"a"	"Germanic"	"possible"		"Koivulehto2016"			"VESr"
"Courland Livonian"	"A generic noun for smoke."	"smoke"	50	212	"soʾu"			1	"a"	"Germanic"	"possible"		"Koivulehto2016"			"LivWb"
"Erzya"	"A generic noun for smoke."	"smoke"	50	301	"kačamo"	"kačamo"	"kɑʧɑmo"	3	"c"							"MordWb"
"Meadow Mari"	"A generic noun for smoke."	"smoke"	50	401	"šikš"	"šikš"	"ʃikʃ "	4	"d"							"SMSk, TscherWb"
"Komi-Zyrian"	"A generic noun for smoke."	"smoke"	50	501	"č̣i̮n"	"či̮n"	"ʧɯn "	5	"e"							"SyrjWsch"
"Komi-Permyak"	"A generic noun for smoke."	"smoke"	50	503	"či̮n"	"či̮n"	"ʧɯn "	5	"e"							"KoPRSl"
"Udmurt"	"A generic noun for smoke."	"smoke"	50	504	"tši̮n"	"či̮n"	"ʧɯn "	5	"e"							"WotjWsch"
"Hungarian"	"A generic noun for smoke."	"smoke"	50	601	"füst"			6	"f"							"FMSz"
"Sosva Mansi"	"A generic noun for smoke."	"smoke"	50	701	"posim"	"posim"	"posim"	6	"f"							"WogWb"
"Vakh-Vasyugan Khanty"	"A generic noun for smoke."	"smoke"	50	807	"pŏrki̮"	"pŏrki̮"	"pŏrkɯ"	7	"g"			"Connection with Sel ""purqə"" uncertain"		"'Smoke (eg. against mosquitoes)'"		"DEWbOstj"
"Nganasan"	"A generic noun for smoke."	"smoke"	50	901	"dʹakagə"	"dʹakagə"	"dʲɑkɑgə"	8	"h"							"SlNgaRus"
"Tundra Nenets"	"A generic noun for smoke."	"smoke"	50	902	"yake"			8	"h"							"JurSWb"
"Selkup"	"A generic noun for smoke."	"smoke"	50	907	"purqə"	"purqə"	"purqə"	7	"j"	"Khanty"	"possible"	"Connection with EKha ""pŏrki̮"" uncertain"	"Aikio2002, SolkWb"			"SolkWb"
"Proto-Uralic*"	"Interrogative singular pronoun used with inanimate objects."	"what"	51	0	"*mV"			1	"a"							"UEW, Sam88"
"South Saami"	"Interrogative singular pronoun used with inanimate objects."	"what"	51	101	"mij, maam"			1	"a"							"NSsNdb"
"Ume Saami"	"Interrogative singular pronoun used with inanimate objects."	"what"	51	102	"mii"			1	"a"							"WbWlap"
"Pite Saami"	"Interrogative singular pronoun used with inanimate objects."	"what"	51	104	"mij"			1	"a"							"EZ"
"North Saami"	"Interrogative singular pronoun used with inanimate objects."	"what"	51	105	"mii"			1	"a"							"SSSg"
"Inari Saami"	"Interrogative singular pronoun used with inanimate objects."	"what"	51	106	"mii"			1	"a"							"InsSSk"
"Skolt Saami"	"Interrogative singular pronoun used with inanimate objects."	"what"	51	107	"mii"			1	"a"							"SKosSk"
